id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
8534,Hyundai Tucson 2021 FWD A/T GLS Sport for Sale,PKR 78 lacs,2021,"38,500 km",Petrol,2000 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-lahore-9252394
8535,Daihatsu Move 2014 Custom RS SA for Sale,PKR 23 lacs,2014,"153,323 km",Petrol,660 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/daihatsu-move-2014-for-sale-in-lahore-9252385
8536,Honda Vezel 2016 Hybrid Z Honda Sensing for Sale,PKR 55 lacs,2016,"186,000 km",Hybrid,1500 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-9252380
8537,Suzuki Alto 2008 GII for Sale,PKR 16.7 lacs,2008,"130,000 km",Petrol,660 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-lahore-9083608
8538,Suzuki Cultus 2006 VXR for Sale,PKR 6 lacs,2006,"95,000 km",Petrol,1000 cc,Manual,page 280,https://www.pakwheels.com/used-cars/suzuki-cultus-2006-for-sale-in-lahore-9252302
8539,Toyota Belta 2011 X Business A Package 1.0 for Sale,PKR 23.8 lacs,2011,"134,000 km",Petrol,1000 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-belta-2011-for-sale-in-lahore-9202457
8540,Honda Civic 2016 1.8 i-VTEC CVT for Sale,PKR 44.5 lacs,2016,"85,000 km",Petrol,1800 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9252273
8541,Honda Civic 2001 VTi Oriel 1.6 for Sale,PKR 13.5 lacs,2001,"300,000 km",Petrol,1600 cc,Manual,page 280,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-lahore-9252255
8542,Suzuki Wagon R 2021 VXR for Sale,PKR 25.99 lacs,2021,"40,000 km",Petrol,1000 cc,Manual,page 280,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-9252178
8543,Mercedes Benz C Class 2008 C200 for Sale,PKR 57.5 lacs,2008,"70,000 km",Petrol,1800 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2008-for-sale-in-lahore-9252150
8544,Honda Stream 2007 1.8 RSZ for Sale,PKR 32.5 lacs,2007,"182,913 km",Petrol,1800 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/honda-stream-2007-for-sale-in-lahore-9117408
8545,Toyota Corolla 2013 GLi 1.3 VVTi for Sale,PKR 25.5 lacs,2013,"108,000 km",Petrol,1300 cc,Manual,page 280,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-9116850
8546,Honda City 5th (GM2) Generation 2021 1.3 i-VTEC for Sale,PKR 38.5 lacs,2021,"28,500 km",Petrol,1300 cc,Manual,page 280,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9252115
8547,KIA Sportage 2022 AWD for Sale,PKR 73.5 lacs,2022,"28,500 km",Petrol,2000 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-lahore-9252102
8548,Nissan Dayz 2013 for Sale,PKR 24 lacs,2013,"101,499 km",Petrol,660 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/nissan-dayz-2013-for-sale-in-lahore-9252084
8549,Suzuki Alto 2006 E for Sale,PKR 16.5 lacs,2006,"120,000 km",Petrol,558 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-lahore-9172288
8550,Suzuki Cultus 2005 VXR for Sale,PKR 7.9 lacs,2005,"38,000 km",Petrol,1000 cc,Manual,page 280,https://www.pakwheels.com/used-cars/suzuki-cultus-2005-for-sale-in-lahore-9252075
8551,Toyota Prado 2004 TZ 3.4 for Sale,PKR 89.5 lacs,2004,"140,000 km",Petrol,3400 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-prado-2004-for-sale-in-lahore-8838363
8552,Toyota Prius 2017 PHV (Plug In Hybrid) for Sale,PKR 87 lacs,2017,"148,000 km",Hybrid,1800 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-prius-2017-for-sale-in-lahore-9095652
8553,Toyota Yaris 2021 ATIV X CVT 1.5 for Sale,PKR 43.5 lacs,2021,"47,000 km",Petrol,1500 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9218592
8554,Toyota Vitz 2014 F 1.0 for Sale,PKR 28.93 lacs,2014,"125,000 km",Petrol,1000 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-9252024
8555,Hyundai Tucson 2022 FWD A/T GLS Sport for Sale,PKR 73.9 lacs,2022,"21,380 km",Petrol,2000 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-9222151
8556,Peugeot 2008 2022 Allure for Sale,PKR 68 lacs,2022,"5,500 km",Petrol,1200 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/peugeot-2008-2022-for-sale-in-lahore-9252015
8557,Honda BR-V 2018 for Sale,PKR 42.5 lacs,2018,"50,000 km",Petrol,1500 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/honda-br-v-2018-for-sale-in-lahore-9251999
8558,Toyota Yaris 2022 ATIV CVT 1.3 for Sale,PKR 45.9 lacs,2022,"58,000 km",Petrol,1300 cc,Automatic,page 280,https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-lahore-9251889
8559,Honda City 2022 1.5L ASPIRE CVT for Sale,PKR 50 lacs,2022,"19,000 km",Petrol,1500 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9189712
8560,Toyota Yaris 2022 ATIV CVT 1.3 for Sale,PKR 45.9 lacs,2022,"58,000 km",Petrol,1300 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-lahore-9251924
8561,Honda Civic 2007 for Sale,PKR 20 lacs,2007,"119,000 km",Petrol,1800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-9251925
8562,Mitsubishi EK Custom 2016 G for Sale,PKR 28 lacs,2016,"68,000 km",Petrol,660 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/mitsubishi-ek-custom-2016-for-sale-in-lahore-8970930
8563,Honda Civic 2014 VTi 1.8 i-VTEC for Sale,PKR 29 lacs,2014,"240,000 km",Petrol,1800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9211136
8564,Suzuki Mehran 2007 VXR for Sale,PKR 6.25 lacs,2007,"150,000 km",Petrol,800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-lahore-9251847
8565,Honda City 1997 EXi for Sale,PKR 7.2 lacs,1997,"200,000 km",Petrol,1300 cc,Manual,page 281,https://www.pakwheels.com/used-cars/honda-city-1997-for-sale-in-lahore-9251809
8566,Suzuki Wagon R 2016 VXL for Sale,PKR 25.5 lacs,2016,"243,000 km",Petrol,1000 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-lahore-9251779
8567,Toyota Vitz 2014 F 1.0 for Sale,PKR 27 lacs,2014,"170,000 km",Petrol,1000 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-9251794
8568,Honda Civic Rebirth 2014 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 41 lacs,2014,"51,500 km",Petrol,1800 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9092425
8569,Daihatsu Move 2012 Custom G for Sale,PKR 21.5 lacs,2012,"75,000 km",Petrol,660 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/daihatsu-move-2012-for-sale-in-lahore-9251694
8570,Mitsubishi Pajero Mini 2012 Limited for Sale,PKR 23 lacs,2012,"120,000 km",Petrol,660 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/mitsubishi-pajero-mini-2012-for-sale-in-lahore-9251628
8571,Suzuki Liana 2006 LXi Sport for Sale,PKR 11 lacs,2006,"91,292 km",Petrol,1300 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-liana-2006-for-sale-in-lahore-9251500
8572,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51 lacs,2018,"82,000 km",Petrol,1800 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9251633
8573,Suzuki Cultus 2012 VXRi for Sale,PKR 12.35 lacs,2012,"95,000 km",Petrol,1000 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-cultus-2012-for-sale-in-lahore-9251607
8574,Toyota Hiace 2005 Grand Cabin for Sale,PKR 38 lacs,2005,"700,000 km",Petrol,2700 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/toyota-hiace-2005-for-sale-in-lahore-9251559
8575,Suzuki Mehran 2016 VX Euro II for Sale,PKR 9.45 lacs,2016,"95,000 km",Petrol,800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-lahore-9049811
8576,Daihatsu Cast 2019 Activa X for Sale,PKR 31.2 lacs,2019,"81,000 km",Petrol,660 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/daihatsu-cast-2019-for-sale-in-lahore-9121222
8577,Suzuki Sj410 1989 for Sale,PKR 18 lacs,1989,"171,000 km",Petrol,1000 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-sj410-1989-for-sale-in-lahore-8717409
8578,Honda N Wgn 2017 Custom G for Sale,PKR 23.75 lacs,2017,"66,000 km",Petrol,660 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-n-wgn-2017-for-sale-in-lahore-9251544
8579,Suzuki Bolan 2006 VX for Sale,PKR 7 lacs,2006,"80,000 km",Petrol,800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-bolan-2006-for-sale-in-lahore-9251538
8580,Suzuki Alto 2020 VXR for Sale,PKR 22.35 lacs,2020,"61,500 km",Petrol,660 cc,Manual,page 281,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-9251539
8581,Honda City 5th (GM2) Generation 2017 1.5 i-VTEC Prosmatec for Sale,PKR 38 lacs,2017,"133,000 km",Petrol,1500 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-9210381
8582,Prince Pearl 2022 MT for Sale,PKR 14.5 lacs,2022,"24,000 km",Petrol,800 cc,Manual,page 281,https://www.pakwheels.com/used-cars/prince-pearl-2022-for-sale-in-lahore-8789508
8583,Honda City 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 46.8 lacs,2021,"42,600 km",Petrol,1500 cc,Automatic,page 281,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9251489
8584,KIA Picanto 2020 1.0 MT for Sale,PKR 25.25 lacs,2020,"69,000 km",Petrol,1000 cc,Manual,page 282,https://www.pakwheels.com/used-cars/kia-picanto-2020-for-sale-in-lahore-8795689
8585,Suzuki Mehran 2018 VXR Euro II for Sale,PKR 14.5 lacs,2018,"100,000 km",Petrol,796 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9069141
8586,Suzuki Mehran 2002 VX (CNG) for Sale,PKR 4.25 lacs,2002,"100,000 km",Petrol,800 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-mehran-2002-for-sale-in-lahore-9251428
8587,Daihatsu Cuore 2006 CX for Sale,PKR 8.2 lacs,2006,"123,456 km",Petrol,800 cc,Manual,page 282,https://www.pakwheels.com/used-cars/daihatsu-cuore-2006-for-sale-in-lahore-9250419
8588,Suzuki Wagon R 2018 VXL for Sale,PKR 21.75 lacs,2018,"83,315 km",Petrol,1000 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9251370
8589,Suzuki Alto 2010 F for Sale,PKR 19 lacs,2010,"104,000 km",Petrol,660 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/suzuki-alto-2010-for-sale-in-lahore-9250540
8590,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49 lacs,2018,"100,000 km",Petrol,1800 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9251318
8591,Honda Civic 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.5 lacs,2008,"165,000 km",Petrol,1800 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-9251313
8592,Toyota Fortuner 2023 GR-S for Sale,PKR 2.15 crore,2023,"11,877 km",Diesel,2800 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/toyota-fortuner-2023-for-sale-in-lahore-9234362
8593,Toyota Vitz 2018 for Sale,PKR 38.5 lacs,2018,"100,000 km",Petrol,1000 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9251252
8594,Suzuki Mehran 2012 VXR for Sale,PKR 11.75 lacs,2012,"73,000 km",Petrol,800 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-lahore-9251244
8595,Toyota Vitz 2018 F 1.0 for Sale,PKR 44 lacs,2018,"54,000 km",Petrol,996 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9251241
8596,Daihatsu Hijet 2017 for Sale,PKR 12.95 lacs,2017,"172,976 km",Petrol,660 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/daihatsu-hijet-2017-for-sale-in-lahore-9079121
8597,Subaru Stella 2014 G Smart Assist for Sale,PKR 22 lacs,2014,"125,600 km",Petrol,660 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/subaru-stella-2014-for-sale-in-lahore-9251200
8598,Suzuki Wagon R 2016 VXR for Sale,PKR 17.82 lacs,2016,"74,000 km",Petrol,1000 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-lahore-9251199
8599,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 26.9 lacs,2013,"19,000 km",Petrol,1300 cc,Manual,page 282,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-9251188
8600,Suzuki Mehran 2018 VXR Euro II for Sale,PKR 9.5 lacs,2018,"120,021 km",Petrol,796 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9251185
8601,Honda Civic 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.25 lacs,2015,"110,000 km",Petrol,1800 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-9251158
8602,Suzuki Mehran 2017 VX Euro II for Sale,PKR 13.3 lacs,2017,"63,000 km",Petrol,796 cc,Manual,page 282,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-9251143
8603,Honda Civic 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 38.5 lacs,2015,"90,000 km",Petrol,1800 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-9251139
8604,Toyota Aqua 2014 S for Sale,PKR 39 lacs,2014,"80,000 km",Hybrid,1500 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/toyota-aqua-2014-for-sale-in-lahore-9242413
8605,Honda BR-V 2020 i-VTEC S for Sale,PKR 48 lacs,2020,"53,500 km",Petrol,1500 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-br-v-2020-for-sale-in-lahore-9251105
8606,Honda City 2014 Aspire 1.5 i-VTEC for Sale,PKR 28.15 lacs,2014,"192,000 km",Petrol,1500 cc,Manual,page 282,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-9251089
8607,Daihatsu Mira 2020 Tocot for Sale,PKR 31.5 lacs,2020,"18,000 km",Petrol,660 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/daihatsu-mira-2020-for-sale-in-lahore-9251012
8608,Honda Fit 2012 for Sale,PKR 27.5 lacs,2012,"117,924 km",Hybrid,1500 cc,Automatic,page 282,https://www.pakwheels.com/used-cars/honda-fit-2012-for-sale-in-lahore-9251005
8609,KIA Sportage 2022 FWD for Sale,PKR 70 lacs,2022,"45,000 km",Petrol,2000 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-lahore-8997548
8610,Toyota Prius 2011 G LED Edition 1.8 for Sale,PKR 42 lacs,2011,"90,000 km",Hybrid,1800 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-9251029
8611,Suzuki Swift 2024 GLX CVT for Sale,PKR 49.8 lacs,2024,"1,500 km",Petrol,1200 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/suzuki-swift-2024-for-sale-in-lahore-9250325
8612,Toyota Vitz 2007 F 1.0 for Sale,PKR 21.4 lacs,2007,"148,000 km",Petrol,1000 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-lahore-9101737
8613,Suzuki Baleno 2003 for Sale,PKR 8.75 lacs,2003,"470,000 km",Petrol,1600 cc,Manual,page 283,https://www.pakwheels.com/used-cars/suzuki-baleno-2003-for-sale-in-lahore-9251006
8614,Daihatsu Esse 2011 Custom for Sale,PKR 18.5 lacs,2011,"123,456 km",Petrol,660 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/daihatsu-esse-2011-for-sale-in-lahore-9041867
8615,Honda Civic 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29 lacs,2012,"155,000 km",Petrol,1800 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-9250990
8616,Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 56.5 lacs,2019,"95,000 km",Petrol,1800 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9244435
8617,Hyundai Santro 2005 Club for Sale,PKR 11 lacs,2005,"125,000 km",Petrol,1000 cc,Manual,page 283,https://www.pakwheels.com/used-cars/hyundai-santro-2005-for-sale-in-lahore-9250953
8618,Suzuki Baleno 1999 for Sale,PKR 8.8 lacs,1999,"105,000 km",Petrol,1300 cc,Manual,page 283,https://www.pakwheels.com/used-cars/suzuki-baleno-1999-for-sale-in-lahore-9250942
8619,Toyota C-HR 2017 G-LED for Sale,PKR 71 lacs,2017,"145,000 km",Hybrid,1800 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/toyota-c-hr-2017-for-sale-in-lahore-9250899
8620,Honda Civic Eagle Eye 2005 VTi Oriel Prosmatec 1.6 for Sale,PKR 18.3 lacs,2005,"107,845 km",Petrol,1600 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-9250887
8621,Honda N Wgn 2021 for Sale,PKR 34.5 lacs,2021,"48,000 km",Petrol,660 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/honda-n-wgn-2021-for-sale-in-lahore-9250886
8622,Daihatsu Cuore 2000 CX Automatic for Sale,PKR 12.5 lacs,2000,198 km,Petrol,800 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/daihatsu-cuore-2000-for-sale-in-lahore-9250879
8623,Suzuki Mehran 2012 VXR for Sale,PKR 5.6 lacs,2012,"40,000 km",Petrol,800 cc,Manual,page 283,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-lahore-9250873
8624,Mitsubishi Lancer 2004 GLX 1.3 for Sale,PKR 12.75 lacs,2004,"175,000 km",Petrol,1300 cc,Manual,page 283,https://www.pakwheels.com/used-cars/mitsubishi-lancer-2004-for-sale-in-lahore-9250852
8625,Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,PKR 38 lacs,2015,"94,000 km",Petrol,1300 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9250844
8626,Toyota Corolla 2013 GLi 1.3 VVTi for Sale,PKR 26.5 lacs,2013,"110,000 km",Petrol,1300 cc,Manual,page 283,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-9250838
8627,Honda Civic 2006 VTi 1.8 i-VTEC for Sale,PKR 20 lacs,2006,"155,000 km",Petrol,1800 cc,Manual,page 283,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-lahore-9122318
8628,Honda City 2005 i-DSI for Sale,PKR 15.95 lacs,2005,"1,000 km",Petrol,1300 cc,Manual,page 283,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9250817
8629,Hyundai Santa Fe 2024 Signature for Sale,PKR 1.47 crore,2024,"3,300 km",Hybrid,1600 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/hyundai-santa-fe-2024-for-sale-in-lahore-9250812
8630,Suzuki Cultus 2020 VXL for Sale,PKR 30.5 lacs,2020,"37,000 km",Petrol,1000 cc,Manual,page 283,https://www.pakwheels.com/used-cars/suzuki-cultus-2020-for-sale-in-lahore-8649158
8631,Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,PKR 38 lacs,2018,"153,000 km",Petrol,1300 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-9250786
8632,Toyota Land Cruiser 2004 for Sale,PKR 57.25 lacs,2004,"160,000 km",Diesel,4200 cc,Manual,page 283,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2004-for-sale-in-lahore-9250705
8633,Subaru Stella 2012 CUSTOM for Sale,PKR 24 lacs,2012,"108,000 km",Petrol,660 cc,Automatic,page 283,https://www.pakwheels.com/used-cars/subaru-stella-2012-for-sale-in-lahore-9250683
8634,Suzuki Alto 2008 VXR for Sale,PKR 8.25 lacs,2008,123 km,Petrol,1000 cc,Manual,page 284,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-lahore-9250614
8635,Suzuki Swift 2012 DLX 1.3 for Sale,PKR 21.4 lacs,2012,"99,000 km",Petrol,1300 cc,Manual,page 284,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-lahore-9250613
8636,Honda Civic 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 20.95 lacs,2009,"199,000 km",Petrol,1800 cc,Manual,page 284,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-9250588
8637,Toyota Land Cruiser 2003 Cygnus for Sale,PKR 98 lacs,2003,"105,000 km",Petrol,4700 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2003-for-sale-in-lahore-9243564
8638,Honda Civic 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.5 lacs,2009,"125,000 km",Petrol,1800 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-9250528
8639,Honda N-Van 2016 for Sale,PKR 28.5 lacs,2016,"103,008 km",Petrol,660 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/honda-n-van-2016-for-sale-in-lahore-9243801
8640,Suzuki Cultus 2007 VXL for Sale,PKR 9.6 lacs,2007,"145,000 km",Petrol,1000 cc,Manual,page 284,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-lahore-9250506
8641,Toyota Hilux 2022 Revo Rocco for Sale,PKR 1.41 crore,2022,"28,000 km",Diesel,2800 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-lahore-9250505
8642,Toyota Corolla 1984 DX for Sale,PKR 7 lacs,1984,"140,000 km",Petrol,1300 cc,Manual,page 284,https://www.pakwheels.com/used-cars/toyota-corolla-1984-for-sale-in-lahore-9250485
8643,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5 lacs,2018,"72,114 km",Petrol,1800 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9250429
8644,Suzuki Wagon R 2006 for Sale,PKR 10.85 lacs,2006,"25,000 km",Petrol,660 cc,Manual,page 284,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2006-for-sale-in-lahore-9130261
8645,Toyota Corolla 2019 Altis Automatic 1.6 for Sale,PKR 49.5 lacs,2019,"42,000 km",Petrol,1600 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-9127587
8646,Toyota Corolla 2016 Altis Automatic 1.6 for Sale,PKR 39 lacs,2016,"118,000 km",Petrol,1600 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9250379
8647,Toyota Passo 2015 for Sale,PKR 34 lacs,2015,"22,000 km",Petrol,1000 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-passo-2015-for-sale-in-lahore-9250374
8648,Suzuki Mehran 2017 VXR Euro II for Sale,PKR 13.75 lacs,2017,"10,000 km",Petrol,796 cc,Manual,page 284,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-9250357
8649,Hyundai Elantra 2023 GLS for Sale,PKR 68 lacs,2023,"27,012 km",Petrol,2000 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/hyundai-elantra-2023-for-sale-in-lahore-9098738
8650,Mitsubishi Ek Wagon 2013 for Sale,PKR 20 lacs,2013,"143,000 km",Petrol,660 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2013-for-sale-in-lahore-9250305
8651,Hyundai Tucson 2024 AWD A/T Ultimate for Sale,PKR 88 lacs,2024,"16,000 km",Petrol,2000 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/hyundai-tucson-2024-for-sale-in-lahore-9234278
8652,Toyota Fortuner 2015 TRD Sportivo for Sale,PKR 79.5 lacs,2015,"73,000 km",Petrol,2700 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/toyota-fortuner-2015-for-sale-in-lahore-9250209
8653,Honda City 2006 i-DSI for Sale,PKR 16.2 lacs,2006,"215,000 km",Petrol,1300 cc,Manual,page 284,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-9250201
8654,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 35.45 lacs,2019,"74,000 km",Petrol,1300 cc,Manual,page 284,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9250168
8655,Nissan March 2007 14E for Sale,PKR 15.75 lacs,2007,"146,000 km",Petrol,1300 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/nissan-march-2007-for-sale-in-lahore-9250109
8656,Suzuki Alto 2021 VXL AGS for Sale,PKR 27.2 lacs,2021,"41,000 km",Petrol,660 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9129093
8657,Honda Civic Rebirth 2016 VTi Oriel 1.8 i-VTEC for Sale,PKR 46.85 lacs,2016,"114,000 km",Petrol,1800 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9133338
8658,Suzuki Wagon R 2018 Hybrid FX for Sale,PKR 32.5 lacs,2018,"83,500 km",Hybrid,660 cc,Automatic,page 284,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9249959
