id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
8659,Suzuki Cultus 2007 VXR for Sale,PKR 8.3 lacs,2007,"150,000 km",Petrol,1000 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-lahore-9249952
8660,KIA Sportage 2022 FWD for Sale,PKR 73.5 lacs,2022,"51,265 km",Petrol,2000 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-lahore-9245931
8661,Suzuki Swift 2011 DLX 1.3 for Sale,PKR 18.5 lacs,2011,"174,000 km",Petrol,1300 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-swift-2011-for-sale-in-lahore-9249922
8662,Toyota Corolla 2017 for Sale,PKR 32.5 lacs,2017,"120,000 km",Petrol,1300 cc,Manual,page 285,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9249918
8663,MG HS 2021 1.5 Turbo for Sale,PKR 66 lacs,2021,"35,277 km",Petrol,1490 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-9199408
8664,Toyota Vitz 2013 F 1.5 for Sale,PKR 23.5 lacs,2013,"100,000 km",Petrol,1500 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/toyota-vitz-2013-for-sale-in-lahore-9249901
8665,Toyota Belta 2012 X 1.0 for Sale,PKR 26.5 lacs,2012,"125,000 km",Petrol,1000 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/toyota-belta-2012-for-sale-in-lahore-9249893
8666,Honda N Wgn 2014 Custom G Turbo for Sale,PKR 31 lacs,2014,"81,000 km",Petrol,660 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/honda-n-wgn-2014-for-sale-in-lahore-9249848
8667,Suzuki Swift 2018 XG 1.2 for Sale,PKR 24.5 lacs,2018,"200,000 km",Petrol,1200 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-swift-2018-for-sale-in-lahore-9249580
8668,Suzuki Cultus 2021 VXL for Sale,PKR 31.75 lacs,2021,"62,000 km",Petrol,1000 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-lahore-9236496
8669,Honda City 5th (GM2) Generation 2019 1.5 i-VTEC for Sale,PKR 39.5 lacs,2019,"42,000 km",Petrol,1500 cc,Manual,page 285,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9121217
8670,Honda City 2018 1.3 i-VTEC for Sale,PKR 32.5 lacs,2018,"96,000 km",Petrol,1300 cc,Manual,page 285,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-9249806
8671,Suzuki Khyber 1998 Limited Edition for Sale,PKR 6.5 lacs,1998,"200,000 km",Petrol,1300 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-khyber-1998-for-sale-in-lahore-9249733
8672,Suzuki Mehran 2013 VX Euro II Limited Edition for Sale,PKR 9.75 lacs,2013,"721,264 km",Petrol,800 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-lahore-9249734
8673,Honda Civic 2021 1.5 RS Turbo for Sale,PKR 66.5 lacs,2021,"55,000 km",Petrol,1500 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-9249692
8674,Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,PKR 40 lacs,2015,"111,300 km",Petrol,1800 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9234330
8675,Nissan Dayz 2013 Highway star X for Sale,PKR 21.75 lacs,2013,"110,000 km",Petrol,660 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/nissan-dayz-2013-for-sale-in-lahore-7757165
8676,Suzuki Wagon R 2018 VXL for Sale,PKR 26 lacs,2018,"17,473 km",Petrol,1000 cc,Manual,page 285,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9249626
8677,Daihatsu Charade 1986 for Sale,PKR 3.2 lacs,1986,500 km,Petrol,1000 cc,Manual,page 285,https://www.pakwheels.com/used-cars/daihatsu-charade-1986-for-sale-in-lahore-9249658
8678,Chevrolet Exclusive 2008 for Sale,PKR 8.1 lacs,2008,"4,950 km",Petrol,660 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/chevrolet-exclusive-2008-for-sale-in-lahore-5014624
8679,Suzuki Swift 2018 DLX Automatic 1.3 Navigation for Sale,PKR 27.5 lacs,2018,"72,089 km",Petrol,1300 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/suzuki-swift-2018-for-sale-in-lahore-9159034
8680,Toyota Corolla 2017 for Sale,PKR 29.3 lacs,2017,"90,000 km",Petrol,1300 cc,Manual,page 285,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9249638
8681,Honda Insight 2020 EX Black Style for Sale,PKR 1.05 crore,2020,"25,601 km",Hybrid,1500 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/honda-insight-2020-for-sale-in-lahore-9197553
8682,Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 40 lacs,2018,"100,299 km",Petrol,1500 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-9239536
8683,Suzuki Every Wagon 2017 for Sale,PKR 22 lacs,2017,"38,000 km",Petrol,660 cc,Automatic,page 285,https://www.pakwheels.com/used-cars/suzuki-every-wagon-2017-for-sale-in-lahore-9246039
8684,Suzuki Mehran 2017 VXR Euro II for Sale,PKR 13.75 lacs,2017,"100,000 km",Petrol,796 cc,Manual,page 286,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-9249592
8685,Honda Civic Reborn 2009 VTi 1.8 i-VTEC for Sale,PKR 24.5 lacs,2009,"120,000 km",Petrol,1800 cc,Manual,page 286,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-9237713
8686,Honda City 2024 1.5L ASPIRE CVT for Sale,PKR 61.5 lacs,2024,"4,000 km",Petrol,1500 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-lahore-9124433
8687,KIA Sportage 2021 AWD for Sale,PKR 75 lacs,2021,"42,000 km",Petrol,2000 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-9249553
8688,Suzuki Mehran 2004 VXR for Sale,PKR 5.9 lacs,2004,"100,000 km",Petrol,800 cc,Manual,page 286,https://www.pakwheels.com/used-cars/suzuki-mehran-2004-for-sale-in-lahore-9249532
8689,MG HS 2021 1.5 Turbo for Sale,PKR 64 lacs,2021,"27,000 km",Petrol,1490 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-9015242
8690,Changan Karvaan 2020 Base Model 1.0 for Sale,PKR 19.3 lacs,2020,"69,000 km",Petrol,1000 cc,Manual,page 286,https://www.pakwheels.com/used-cars/changan-karvaan-2020-for-sale-in-lahore-9249508
8691,Honda City 2016 1.3 i-VTEC for Sale,PKR 32.85 lacs,2016,"98,000 km",Petrol,1300 cc,Manual,page 286,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-6278617
8692,Honda Vezel 2013 Hybrid Z for Sale,PKR 44.5 lacs,2013,"160,000 km",Hybrid,1500 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/honda-vezel-2013-for-sale-in-lahore-9249448
8693,Suzuki Alto 2024 VXR for Sale,PKR 27.07 lacs,2024,10 km,Petrol,660 cc,Manual,page 286,https://www.pakwheels.com/used-cars/suzuki-alto-2024-for-sale-in-lahore-9249414
8694,Daihatsu Cuore 2004 for Sale,PKR 7.8 lacs,2004,"84,000 km",Petrol,1400 cc,Manual,page 286,https://www.pakwheels.com/used-cars/daihatsu-cuore-2004-for-sale-in-lahore-9248347
8695,Suzuki Cultus 2009 VXRi for Sale,PKR 10.4 lacs,2009,"123,456 km",Petrol,1000 cc,Manual,page 286,https://www.pakwheels.com/used-cars/suzuki-cultus-2009-for-sale-in-lahore-9085597
8696,Daihatsu Charade 1984 for Sale,PKR 6.25 lacs,1984,"100,000 km",Petrol,1000 cc,Manual,page 286,https://www.pakwheels.com/used-cars/daihatsu-charade-1984-for-sale-in-lahore-9249342
8697,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 49.5 lacs,2022,"45,000 km",Petrol,1500 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9249336
8698,Toyota Corolla 2014 XLi VVTi for Sale,PKR 25.85 lacs,2014,"148,000 km",Petrol,1300 cc,Manual,page 286,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9249319
8699,Honda N Box 2013 2 Tone Color Style - G L Package for Sale,PKR 22.75 lacs,2013,128 km,Petrol,660 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/honda-n-box-2013-for-sale-in-lahore-9249310
8700,Suzuki Wagon R 2017 VXL for Sale,PKR 18.5 lacs,2017,"138,000 km",Petrol,1000 cc,Manual,page 286,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9096376
8701,Honda Civic 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23.5 lacs,2008,"123,599 km",Petrol,1800 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-8918287
8702,Toyota Yaris Hatchback 2020 X for Sale,PKR 44.85 lacs,2020,"32,000 km",Petrol,1000 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2020-for-sale-in-lahore-9249281
8703,Nissan Serena 2019 HIGHWAY STAR for Sale,PKR 77 lacs,2019,"4,000 km",Hybrid,2000 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/nissan-serena-2019-for-sale-in-lahore-9249270
8704,FAW V2 2017 for Sale,PKR 12.8 lacs,2017,"100,000 km",Petrol,1300 cc,Manual,page 286,https://www.pakwheels.com/used-cars/faw-v2-2017-for-sale-in-lahore-9249261
8705,Toyota Prius 2007 G Touring Selection 1.5 for Sale,PKR 27.95 lacs,2007,2 km,Hybrid,1500 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/toyota-prius-2007-for-sale-in-lahore-9249257
8706,Honda Civic 1995 EX for Sale,PKR 7.99 lacs,1995,"264,600 km",Petrol,1500 cc,Manual,page 286,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-lahore-8979325
8707,Suzuki Swift 2005 XG 1.2 for Sale,PKR 22.62 lacs,2005,"112,800 km",Petrol,1200 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/suzuki-swift-2005-for-sale-in-lahore-8808795
8708,Suzuki Alto 2021 VXL AGS for Sale,PKR 27.5 lacs,2021,"33,000 km",Petrol,660 cc,Automatic,page 286,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9215072
8709,Honda Civic Eagle Eye 2005 EXi Prosmatec for Sale,PKR 17.85 lacs,2005,"197,000 km",Petrol,1500 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-9249190
8710,Suzuki Margalla 1994 GL for Sale,PKR 8 lacs,1994,10 km,Petrol,1300 cc,Manual,page 287,https://www.pakwheels.com/used-cars/suzuki-margalla-1994-for-sale-in-lahore-9249175
8711,Honda Civic 2018 1.8 i-VTEC CVT for Sale,PKR 56 lacs,2018,"70,000 km",Petrol,1800 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9249170
8712,Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.5 lacs,2010,"169,000 km",Petrol,1800 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-9249154
8713,Toyota Aqua 2016 GS for Sale,PKR 46 lacs,2016,"100,000 km",Hybrid,1500 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/toyota-aqua-2016-for-sale-in-lahore-9249096
8714,Honda City 2020 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2020,"45,000 km",Petrol,1300 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-9249094
8715,Honda City 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 49 lacs,2019,"9,000 km",Petrol,1500 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9249093
8716,Honda BR-V 2017 i-VTEC S for Sale,PKR 42.1 lacs,2017,"67,000 km",Petrol,1500 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-lahore-9249080
8717,Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24 lacs,2008,"154,535 km",Petrol,1800 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-9249076
8718,Suzuki Xbee 2021 MZ for Sale,PKR 54.1 lacs,2021,"33,000 km",Hybrid,1000 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/suzuki-xbee-2021-for-sale-in-lahore-9220630
8719,Toyota Land Cruiser 2016 ZX for Sale,PKR 3.75 crore,2016,"66,000 km",Petrol,4600 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2016-for-sale-in-lahore-9249040
8720,Nissan Sunny 1987 EX Saloon 1.3 for Sale,PKR 4.95 lacs,1987,"258,852 km",Petrol,1300 cc,Manual,page 287,https://www.pakwheels.com/used-cars/nissan-sunny-1987-for-sale-in-lahore-9249038
8721,Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 64 lacs,2022,"22,000 km",Petrol,1600 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-9249028
8722,KIA Stonic 2024 EX+ for Sale,PKR 60 lacs,2024,"6,500 km",Petrol,1400 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/kia-stonic-2024-for-sale-in-lahore-9249019
8723,Suzuki Cultus 2018 VXL for Sale,PKR 21.79 lacs,2018,"120,000 km",Petrol,1000 cc,Manual,page 287,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9249005
8724,Honda City 6th Generation 2022 1.2L M/T for Sale,PKR 42 lacs,2022,"47,000 km",Petrol,1200 cc,Manual,page 287,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9106181
8725,Honda Civic 2015 VTi 1.8 i-VTEC for Sale,PKR 35.5 lacs,2015,"80,000 km",Petrol,1800 cc,Manual,page 287,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-9248953
8726,Suzuki Cultus 2015 Limited Edition for Sale,PKR 16.75 lacs,2015,"76,600 km",Petrol,1000 cc,Manual,page 287,https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-lahore-9248887
8727,Toyota Corolla 2014 GLi Limited Edition 1.3 VVTi for Sale,PKR 31.8 lacs,2014,"105,000 km",Petrol,1300 cc,Manual,page 287,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9248849
8728,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 48 lacs,2022,"28,000 km",Petrol,1500 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9248841
8729,Honda Civic 2000 EXi for Sale,PKR 9 lacs,2000,"250,000 km",Petrol,1500 cc,Manual,page 287,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-lahore-9248833
8730,Toyota Vitz 2014 F 1.0 for Sale,PKR 34.5 lacs,2014,"70,000 km",Petrol,1000 cc,Automatic,page 287,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-9248816
8731,Audi e-tron 2021 50 Quattro 230 kW for Sale,PKR 2.5 crore,2021,"15,000 km",Electric,230.0 kWh,Automatic,page 287,https://www.pakwheels.com/used-cars/audi-e-tron-2021-for-sale-in-lahore-9248799
8732,Suzuki Alto 2008 VXR (CNG) for Sale,PKR 8 lacs,2008,"376,000 km",Petrol,1000 cc,Manual,page 287,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-lahore-9248776
8733,Suzuki Alto 2007 VXR for Sale,PKR 8.5 lacs,2007,123 km,Petrol,1000 cc,Manual,page 287,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-lahore-9025231
8734,Hyundai Tucson 2021 AWD A/T Ultimate for Sale,PKR 76 lacs,2021,"44,000 km",Petrol,2000 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-lahore-9248697
8735,Suzuki Mehran 2016 VX Euro II for Sale,PKR 12 lacs,2016,"88,000 km",Petrol,796 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-lahore-9248660
8736,Toyota Vitz 2013 for Sale,PKR 31.9 lacs,2013,"149,000 km",Petrol,1000 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/toyota-vitz-2013-for-sale-in-lahore-9248615
8737,Daihatsu Cuore 2007 CX Eco for Sale,PKR 8.5 lacs,2007,"1,999 km",Petrol,800 cc,Manual,page 288,https://www.pakwheels.com/used-cars/daihatsu-cuore-2007-for-sale-in-lahore-9248609
8738,Toyota Corolla 2024 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 78.4 lacs,2024,"6,500 km",Petrol,1800 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-lahore-9248599
8739,Suzuki Mehran 2008 VXR for Sale,PKR 6.7 lacs,2008,"80,000 km",Petrol,800 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-lahore-9248519
8740,Toyota Corolla 2018 GLi 1.3 VVTi for Sale,PKR 83 lacs,2018,"18,000 km",Petrol,1300 cc,Manual,page 288,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-9247827
8741,Suzuki Alto 2020 VXR for Sale,PKR 22.5 lacs,2020,"52,500 km",Petrol,660 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-9248452
8742,Toyota Corolla 2005 for Sale,PKR 18.1 lacs,2005,"280,000 km",Petrol,1800 cc,Manual,page 288,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-lahore-9126309
8743,Suzuki Khyber 1990 for Sale,PKR 3.1 lacs,1990,"50,000 km",Petrol,1000 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-khyber-1990-for-sale-in-lahore-9248374
8744,Suzuki Cultus 2018 VXL for Sale,PKR 26 lacs,2018,"78,000 km",Petrol,1000 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9248359
8745,Toyota Corolla 2016 Altis Automatic 1.6 for Sale,PKR 39.9 lacs,2016,"57,000 km",Petrol,1600 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9248327
8746,Suzuki Bolan 2020 Cargo Van Euro ll for Sale,PKR 16.5 lacs,2020,"65,000 km",Petrol,800 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-bolan-2020-for-sale-in-lahore-9248302
8747,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 19.5 lacs,2009,"165,000 km",Petrol,1800 cc,Manual,page 288,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-9248270
8748,Honda Civic 2016 1.8 i-VTEC CVT for Sale,PKR 38 lacs,2016,"96,000 km",Petrol,1800 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-9248255
8749,Suzuki Wagon R 2021 VXL for Sale,PKR 27.5 lacs,2021,"120,000 km",Petrol,1000 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-9248226
8750,Toyota Corolla 2016 Altis Automatic 1.6 for Sale,PKR 40 lacs,2016,"122,560 km",Petrol,1600 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9248203
8751,Honda City 2017 Aspire 1.3 i-VTEC for Sale,PKR 31 lacs,2017,"146,000 km",Petrol,1300 cc,Manual,page 288,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-9248170
8752,Suzuki Cultus 2015 EURO II for Sale,PKR 14.75 lacs,2015,"185,000 km",Petrol,1000 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-lahore-9190676
8753,Suzuki Alto 2019 VXR for Sale,PKR 22.25 lacs,2019,"52,000 km",Petrol,660 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-lahore-9248052
8754,Honda City 2005 i-DSI for Sale,PKR 15.95 lacs,2005,"155,000 km",Petrol,1300 cc,Manual,page 288,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9248017
8755,Suzuki Cultus 2021 Auto Gear Shift for Sale,PKR 34.5 lacs,2021,"22,000 km",Petrol,1000 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-lahore-9247971
8756,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.4 lacs,2018,"74,000 km",Petrol,1800 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9247930
8757,Suzuki Cultus 2018 VXR for Sale,PKR 26.45 lacs,2018,"26,500 km",Petrol,1000 cc,Manual,page 288,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9247873
8758,Toyota Prius Alpha 2017 for Sale,PKR 52 lacs,2017,"150,000 km",Hybrid,1800 cc,Automatic,page 288,https://www.pakwheels.com/used-cars/toyota-prius-alpha-2017-for-sale-in-lahore-9247833
8759,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2018,"84,000 km",Petrol,1800 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9247829
8760,Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,PKR 58 lacs,2022,"73,986 km",Petrol,1598 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-9247410
8761,Honda City 2017 1.3 i-VTEC for Sale,PKR 33.7 lacs,2017,"70,000 km",Petrol,1300 cc,Manual,page 289,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-9247812
8762,Honda Civic 11th Generation 2024 Oriel for Sale,PKR 88 lacs,2024,"2,500 km",Petrol,1500 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-9242970
8763,Honda HR-V 2024 VTi-S for Sale,PKR 77 lacs,2024,"3,000 km",Petrol,1500 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/honda-hr-v-2024-for-sale-in-lahore-9247751
8764,Toyota Fortuner 2024 2.7 G for Sale,PKR 1.55 crore,2024,"14,112 km",Petrol,2700 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/toyota-fortuner-2024-for-sale-in-lahore-9247708
8765,Changan A800 2021 for Sale,PKR 30 lacs,2021,"17,500 km",Petrol,1300 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/changan-a800-2021-for-sale-in-lahore-9247679
8766,Suzuki Alto 2019 VXR for Sale,PKR 22.35 lacs,2019,"63,000 km",Petrol,660 cc,Manual,page 289,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-lahore-9247655
8767,Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25.9 lacs,2012,"95,000 km",Petrol,1800 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-9247627
8768,Suzuki Wagon R 2014 VXR for Sale,PKR 16.5 lacs,2014,"19,000 km",Petrol,1000 cc,Manual,page 289,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2014-for-sale-in-lahore-9107749
8769,Toyota Prius 2020 A Premium Touring Selection for Sale,PKR 1 crore,2020,"102,000 km",Hybrid,1800 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/toyota-prius-2020-for-sale-in-lahore-9247612
8770,Suzuki Bolan 2010 for Sale,PKR 8 lacs,2010,"65,000 km",Petrol,800 cc,Manual,page 289,https://www.pakwheels.com/used-cars/suzuki-bolan-2010-for-sale-in-lahore-9247586
8771,KIA Sportage 2021 AWD for Sale,PKR 68.25 lacs,2021,"35,000 km",Petrol,2000 cc,Automatic,page 289,https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-9247530
